Taxonomy	SRX2199539	SRX2199670	SRX2199763	SRX2199673	SRX2199755	SRX2199636	SRX2199674	SRX2199676	SRX2199624	SRX2199553	SRX2199782	SRX2199750	SRX2199681	SRX2199775	SRX2199300	SRX2199629	SRX2199675	SRX2199552	SRX2199443	SRX2199663	ravg	SRX2199608	SRX2199470	SRX2234477	SRX2199475	SRX2234458	SRX2234572	SRX2234453	SRX2234456	SRX2234559	SRX2234523	SRX2199472	SRX2199601	SRX2199644	SRX2234520	SRX2234430	favg
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanothrix	7.33E-05	0	1.32E-05	0	0	0	0	0	8.11E-05	3.06E-05	0	2.52E-05	0	0	7.65E-05	1.87E-05	0	0	0.000183319121	0	2.51E-05	0.0001597113226	0.0003742756596	1.92E-05	0.000189188464	5.14E-05	0	0	0	0.0003351291887	0	5.17E-06	8.35E-06	0.0006406552109	5.96E-05	6.29E-05	0.0001270349299
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae	2.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22E-06	0	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-06
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanococcoides	9.77E-06	0	0	0	0	6.67E-05	0	0	2.70E-05	0	0	2.52E-05	0	0	0.0004588775366	1.87E-05	5.39E-05	0	1.53E-05	0.0001214627024	3.98E-05	4.20E-05	0.0003181343107	7.03E-05	3.44E-05	3.85E-05	1.36E-05	0	4.88E-06	0.0004954083658	1.54E-05	1.03E-05	0	0.000185078172	1.70E-05	0.0008661847196	0.0001407538112
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalophilus	3.42E-05	0	0	0	0	4.76E-05	0	0	9.01E-05	5.11E-06	0	0	7.63E-06	0	0.0001682550968	0	0	0	6.11E-05	0	2.07E-05	0.0001176820272	5.15E-05	1.28E-05	5.16E-05	0	2.71E-05	0	1.46E-05	0.0002914166858	0	3.62E-05	8.35E-06	0.0005267609512	5.11E-05	0.0001258145403	8.77E-05
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanomethylovorans	1.47E-05	0	0	0	0	0	0	0	9.01E-06	5.11E-06	0	2.52E-05	0	0	0	9.35E-06	2.15E-05	0	1.53E-05	4.05E-05	7.03E-06	3.36E-05	2.34E-05	0.0001725896229	0	3.85E-05	0.0001764663642	0	0	0	0	0	1.67E-05	1.42E-05	0	3.39E-05	3.40E-05
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina	0.000298077493	0	6.60E-05	2.28E-05	4.19E-05	5.72E-05	9.33E-06	0	0.0006214722443	3.06E-05	5.69E-05	0	3.82E-05	0.0004097547117	0.001820214229	0.0001121895435	0.0001723389148	0	0.0005194041762	0.0002226816212	0.0002249530722	0.0007985566131	0.001174289882	0.0006775740751	0.001324319248	0.0005136328429	0.0003665070642	0.001831681767	0.00117984361	0.002695604344	0.0001541630538	8.28E-05	7.52E-05	0.002107043805	0.0005874095655	0.0003677655793	0.0009290881117
Archaea;Euryarchaeota;Methanopyri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanopyri;Methanopyrales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus	0	0	0	0	0	0	0	0	9.01E-06	0	0	0	0	0	0	0	1.08E-05	0	0	0	9.89E-07	0	0	6.39E-06	0	0	0	0	0	0	0	0	8.35E-06	0	0	0	9.83E-07
Archaea;Euryarchaeota;Thermococci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermococci;Thermococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68E-05	9.36E-06	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	5.17E-06
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus	4.40E-05	0	2.64E-05	0	1.05E-05	9.53E-06	0	1.00E-05	0.000225171103	0	0	0	7.63E-06	0	0.0005506530439	1.87E-05	0	0	0.0001374893408	2.02E-05	5.30E-05	0.000100870309	1.40E-05	0	3.44E-05	6.42E-05	4.07E-05	0	4.88E-06	0.0005828333716	0	0	0	5.69E-05	2.55E-05	1.94E-05	6.29E-05
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus	0.000386034786	0	0	9.14E-05	7.33E-05	1.91E-05	0	3.01E-05	0.0003422600766	0	1.90E-05	0.002013782833	1.53E-05	1.82E-05	0.001009530581	3.74E-05	0.0002046524613	5.80E-05	0.0003819148354	0.0006478010797	0.0002673788755	0.0003110167862	0.000552056598	0.0003707480789	0.000189188464	0.009283913636	0.0002443380428	2.78E-05	2.44E-05	0.001092812572	7.71E-06	0.0001758693403	5.01E-05	0.001366731117	8.09E-05	9.68E-05	0.0009249520161
Archaea;Euryarchaeota;Thermoplasmata	1.47E-05	0	0	1.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30E-06	0	0	0	0	0.001219878002	0	0	0	0	0	0	0	0	0	0	8.13E-05
Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanoplasma	0	0	0	0	0	0	0	0	9.01E-06	0	1.90E-05	0	0	0	0.000137663261	0	0	0	9.17E-05	0	1.29E-05	8.41E-06	0	1.92E-05	1.72E-05	1.28E-05	1.36E-05	0	0	1.46E-05	3.85E-06	0	0	0	2.13E-05	0	7.39E-06
Archaea;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus	0	0	0	1.14E-05	1.05E-05	0	0	0	1.80E-05	0	1.90E-05	0	3.82E-05	0	0.000535357126	0	9.69E-05	5.80E-06	0	2.02E-05	3.78E-05	1.68E-05	6.08E-05	0	0	3.85E-05	8.14E-05	0	0	0.0003059875201	0	2.07E-05	8.35E-06	0.0002562620844	4.26E-06	4.84E-06	5.32E-05
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma	2.93E-05	0	0	0	0	0	0	0	4.50E-05	0	9.48E-06	0	0	0	0	0	0	0	0	2.02E-05	5.20E-06	8.41E-06	9.36E-06	0.0001534129981	0	2.57E-05	0	0	0	1.46E-05	0	0	0	0	8.51E-06	0	1.47E-05
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales archaeon BRNA1	9.77E-06	0	0	0	1.05E-05	0	0	0	9.01E-06	0	0	0	0	0	1.53E-05	0	0	0	0	0	2.23E-06	4.20E-05	0.0001122826979	1.92E-05	0	6.42E-05	4.07E-05	2.78E-05	4.88E-06	0	0	0	0	7.12E-05	0	0	2.55E-05
Archaea;Thaumarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Thaumarchaeota;Candidatus Nitrosotenuis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea;Thaumarchaeota;Candidatus Nitrosotenuis;Candidatus Nitrosotenuis cloacae	0	0	0	0	0	0	0	0	2.70E-05	0	0	0	0	0	0.000137663261	0	0	0	4.58E-05	0	1.05E-05	6.72E-05	7.02E-05	3.84E-05	0.000189188464	1.28E-05	0	0	0	0	0	0	0	0.0006976023408	7.24E-05	0.0001016194364	8.33E-05
Bacteria	6.673398006	0.4207986045	0.403259253	0.5591745247	0.5554575349	5.197848222	0.3775673395	0.4343166377	0.914383822	2.571817357	0.907780499	0.5791891151	0.3819544587	0.3810627762	2.065316017	0.5025343618	0.9178878315	2.160317677	1.252115426	0.5719881096	1.391408379	1.750419284	1.782927603	0.7103085736	0.2483184585	3.024308702	0.2034792923	0.4452929386	0.3066569555	0.5526717446	0.3864713595	2.408230602	2.170280822	0.5358582552	0.7176995611	0.5245014623	1.051161708
Bacteria;Acidobacteria	0	0	0	0	0	0	9.33E-06	0	0	5.11E-06	0	0	0	0	0	0	0	0	0	0	7.22E-07	0	4.68E-06	0	0	0	0	0	0	0	7.71E-06	0	0	0	0	0	8.26E-07
Bacteria;Acidobacteria;Acidobacteria subdivision 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Acidobacteria subdivision 6;Vicinamibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Acidobacteria subdivision 6;Vicinamibacteraceae;Luteitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Acidobacteria subdivision 6;Vicinamibacteraceae;Luteitalea;Luteitalea pratensis	3.91E-05	0	0	5.71E-05	0	0	0	6.01E-05	9.91E-05	4.08E-05	9.48E-06	0	1.53E-05	0	3.06E-05	9.35E-06	0	8.11E-05	0.0001374893408	0.0001214627024	3.51E-05	3.36E-05	0.0001450318181	4.47E-05	5.16E-05	0.001425331139	2.71E-05	0	2.44E-05	5.83E-05	1.93E-05	1.03E-05	8.35E-05	8.54E-05	4.26E-06	1.94E-05	0.0001354871238
Bacteria;Acidobacteria;Acidobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae	0	0	0	1.14E-05	1.05E-05	0	0	0	0.0001351026618	0	0	0	0	0	1.53E-05	0	1.08E-05	5.80E-06	0	0	9.44E-06	8.41E-06	9.36E-06	0	0	1.28E-05	0	0	0	0	0	0	0	0	0	0	2.04E-06
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacteriaceae bacterium SBC82	3.42E-05	0	0	0	0	4.76E-05	9.33E-06	0	0.0001801368824	0	1.90E-05	0	2.29E-05	0	0.0001223673431	0	1.08E-05	1.74E-05	3.06E-05	0.0001417064862	3.18E-05	5.88E-05	5.15E-05	6.39E-06	5.16E-05	5.14E-05	0.0001493176928	0	0	1.46E-05	0	3.10E-05	0	1.42E-05	4.26E-06	4.84E-06	2.92E-05
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium	9.77E-06	1.22E-05	3.96E-05	1.14E-05	1.05E-05	1.91E-05	0	0	0.0002071574148	1.53E-05	3.79E-05	0	0	0	3.06E-05	9.35E-06	5.39E-05	1.16E-05	0	2.02E-05	2.44E-05	0.0002101464771	0.0003040989735	0.0002940415798	6.88E-05	3.85E-05	4.07E-05	0	0	0	0	2.07E-05	2.51E-05	0.0002847356493	7.66E-05	4.84E-06	9.12E-05
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Candidatus Koribacter	0.0002003471674	0	0	1.14E-05	0	0	0	1.00E-05	2.70E-05	5.11E-06	9.48E-06	0	0	0	7.65E-05	0	1.08E-05	0	4.58E-05	6.07E-05	2.29E-05	7.57E-05	0.0004350954543	6.39E-05	3.44E-05	0.002182939582	0.0004343787427	0	9.75E-06	0.0001894208458	1.16E-05	5.17E-06	4.18E-05	7.12E-05	2.55E-05	4.36E-05	0.000241621848
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella	2.93E-05	1.22E-05	0	8.00E-05	0	0	9.33E-06	1.00E-05	6.30E-05	6.13E-05	4.74E-05	0	2.29E-05	1.82E-05	0.0001223673431	9.35E-06	1.08E-05	9.85E-05	0.0001680425276	4.05E-05	4.02E-05	0.0002689874907	0.0003649187681	0.0001534129981	0.0003267800743	0.001451012781	2.71E-05	0	0	0.0005245500344	1.54E-05	2.07E-05	4.18E-05	0.00109623225	3.83E-05	5.32E-05	0.0002921632356
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Terriglobus	7.33E-05	0	2.64E-05	3.43E-05	1.05E-05	6.67E-05	0	1.00E-05	0.0005584243355	3.06E-05	4.74E-05	2.52E-05	3.05E-05	4.55E-05	0.0001988469325	1.87E-05	3.23E-05	6.37E-05	7.64E-05	0.0001012189187	7.25E-05	0.0002101464771	0.0006175548384	8.95E-05	3.44E-05	0.004866671187	0.0002579123785	2.78E-05	4.88E-06	2.91E-05	3.08E-05	5.17E-06	5.85E-05	0.0006548919934	3.83E-05	0.0002806632052	0.0004804184938
Bacteria;Acidobacteria;Blastocatellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Blastocatellia;Chloracidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Blastocatellia;Chloracidobacterium;Chloracidobacterium thermophilum	1.95E-05	0	0	1.14E-05	0	0	0	0	6.30E-05	5.11E-06	0	0	0	0	0.0001070714252	3.74E-05	1.08E-05	1.16E-05	6.11E-05	0	1.64E-05	0.002017406181	0.0002713498532	1.28E-05	0.0001203926589	1.28E-05	0.000325784057	0	4.88E-06	2.91E-05	1.54E-05	2.07E-05	0	0.000612181646	2.13E-05	8.71E-05	0.0002367499223
Bacteria;Acidobacteria;Solibacteres	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Solibacteres;Solibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus Solibacter	3.91E-05	0	0	3.43E-05	1.05E-05	3.81E-05	0	5.01E-05	7.21E-05	0.0001123151293	3.79E-05	0	2.29E-05	0	0.000137663261	0	0.0004200761049	0.0002665856864	4.58E-05	2.02E-05	6.54E-05	5.88E-05	0.0002994205277	7.03E-05	3.44E-05	0.0002568164215	4.07E-05	0	0	0	3.85E-06	5.17E-06	5.85E-05	9.97E-05	7.66E-05	1.94E-05	6.82E-05
Bacteria;Actinobacteria	0.004974473572	0.001229266474	0.004596450167	0.005015274309	0.7321145386	0.01928000792	0.001902337357	0.00545288954	0.002620991639	0.01595895883	0.006769245705	0.003146535677	0.003441993743	0.06347555768	0.001697846885	0.07989765322	0.002068066978	0.0219179797	0.007638296709	0.006700692418	0.04949495285	0.003530460816	0.004566163048	0.0008118104485	0.001737094079	0.003094637879	0.002171893713	0.0003885385566	0.0003071493696	0.00625088791	0.0003661372528	0.00416913789	0.001052354556	0.006890602713	0.009854008291	0.0004500289325	0.00304272703
Bacteria;Actinobacteria;Actinobacteria	0.1254026673	0.006109819502	0.05568572961	0.04933019241	0.06398855724	0.08320695117	0.02034754958	0.0515217872	0.01756334604	0.1514620571	0.05468488687	0.04447942833	0.02463582218	0.01707311299	0.02436639719	0.03412431948	0.01561821416	0.1872532634	0.002856722969	0.02196450536	0.0525837665	0.00964992623	0.01729153548	0.005401415976	0.003009816473	0.009540730057	0.004045152041	0.002081456553	0.005616445616	0.02631492673	0.003881054879	0.01729209425	0.02685174521	0.05556616196	0.004162946051	0.0003193753715	0.01273498552
Bacteria;Actinobacteria;Actinobacteria;Acidothermales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Acidothermales;Acidothermaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Acidothermales;Acidothermaceae;Acidothermus	1.47E-05	1.22E-05	0	6.85E-05	2.09E-05	1.91E-05	0	3.01E-05	0.0001080821294	8.17E-05	1.90E-05	2.52E-05	1.53E-05	9.11E-06	3.06E-05	9.35E-06	0	6.95E-05	6.11E-05	4.05E-05	3.17E-05	2.52E-05	3.27E-05	5.75E-05	0	3.85E-05	2.71E-05	0	0	0.0001311375086	0	5.17E-06	0	4.27E-05	4.26E-05	4.84E-06	2.72E-05
Bacteria;Actinobacteria;Actinobacteria;Actinobacteria bacterium IMCC26256	4.40E-05	0	2.64E-05	6.85E-05	2.09E-05	0.0001333597386	0	1.00E-05	3.60E-05	2.04E-05	9.48E-06	2.52E-05	0	9.11E-06	1.53E-05	2.80E-05	1.08E-05	2.90E-05	1.53E-05	2.02E-05	2.61E-05	8.41E-06	4.68E-06	3.20E-05	0	0.001489535244	0	0	3.41E-05	2.91E-05	3.85E-06	1.55E-05	3.34E-05	1.42E-05	1.28E-05	9.68E-06	0.0001124876403
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae	2.93E-05	1.22E-05	0.000198122852	0.000205637671	5.24E-05	0.0001333597386	9.33E-06	0.0001704027981	1.80E-05	0.0002144197923	9.48E-06	0	7.63E-06	0	1.53E-05	1.87E-05	1.08E-05	2.90E-05	0	2.02E-05	5.77E-05	2.52E-05	0	0	5.16E-05	0	0	0	8.29E-05	0.0002185625143	0	0	8.35E-06	0.0006833655583	2.13E-05	4.84E-06	7.31E-05
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	0.113030008	0.003712141331	0.7360528116	0.170644994	0.02832417728	0.188142014	0.01035095327	0.06562512467	0.007718865411	0.06004264708	0.001706532531	0.006267899068	0.005006536354	0.007839973484	0.01092128537	0.003412431948	0.03052553029	0.006606688751	0.00415523341	0.02728862048	0.07436872342	0.004236552979	0.004093640027	0.003202496336	0.008272695564	0.00418610767	0.001031649514	0.01831681767	0.0002730216619	0.1713967237	3.47E-05	0.001774211285	0.001094114657	0.3794814366	0.001460010732	0.001795276709	0.04004329612
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinotignum	7.82E-05	1.22E-05	0.000290580183	0.0003198808215	6.28E-05	0.0002667194771	4.66E-05	0.0002305449622	0.0001260958177	0.000408418652	6.64E-05	5.03E-05	4.58E-05	9.11E-06	7.65E-05	0.0002150299583	3.23E-05	0.0001680648893	4.58E-05	0.0002024378374	0.0001376904897	0.000100870309	0.0003649187681	1.92E-05	0.0002407853179	0.0001027265686	1.36E-05	0.0009435936375	0.0602549057	0.00112195424	7.71E-06	2.59E-05	9.19E-05	0.001380967899	0.000310731147	9.68E-06	0.00433262174
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Arcanobacterium	0.0003909213023	2.43E-05	0.0007132422673	0.0005369428076	4.19E-05	0.0003810278245	5.60E-05	0.0001102606341	8.11E-05	0.0001174203624	4.74E-05	0	5.34E-05	9.11E-06	0.0001070714252	0	0.0001077118218	8.69E-05	7.64E-05	6.07E-05	0.0001500907207	3.36E-05	2.81E-05	0.0001342363734	5.16E-05	0.0004109062743	0.0001085946857	2.78E-05	4.39E-05	0.0003934125258	0	6.21E-05	0	0.0003701563441	0.000314987738	1.45E-05	0.0001329203157
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Mobiluncus	0.0005863819535	2.43E-05	0.002813344499	0.0002284863011	0.0001465946329	0.001705099514	4.66E-05	0.0001202843281	0.0003062327001	0.0001327360619	0.0001706532531	0.00181240455	2.29E-05	0	3.06E-05	3.74E-05	0.0001292541861	4.06E-05	1.53E-05	0.0001821940537	0.0004275680968	0.000193334759	0.000276028299	4.47E-05	3.44E-05	0.002131576298	0	8.33E-05	7.80E-05	0.0002768458515	0	0.0005069175101	0	0.0002562620844	0.0005320738818	1.45E-05	0.0002951975705
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Trueperella	0.0001270494233	1.22E-05	0.000884948739	0.0004912455474	0.0001570656781	0.0002857708683	5.60E-05	0.0004310188423	0.0001441095059	0.0002654721238	0	0.0002013782833	0.0003434361828	0	0.0009636428269	0.0001589351866	0.0001507965505	0.0001622695483	6.11E-05	0.0001619502699	0.0002529159002	0.0001260878863	0.0002105300585	4.47E-05	0.000309581123	8.99E-05	0.0002307637071	2.78E-05	9.26E-05	0.002287620983	3.85E-06	9.31E-05	2.51E-05	0.003829694483	0.0002170861438	4.84E-06	0.00050621581
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora	4.89E-06	2.43E-05	0.0001188737112	3.43E-05	4.19E-05	5.72E-05	9.33E-06	0.0002505923502	7.21E-05	0.0003931029525	4.74E-05	7.55E-05	1.53E-05	9.11E-06	1.53E-05	1.87E-05	2.15E-05	0.0001043161382	1.53E-05	2.02E-05	6.75E-05	0.0001597113226	4.21E-05	1.28E-05	5.16E-05	3.85E-05	2.71E-05	0	8.78E-05	5.83E-05	0	2.07E-05	8.35E-06	0.000185078172	2.55E-05	0	4.78E-05
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	0.02211148616	0.00464930488	0.04507955293	0.045834352	0.0449836102	0.0416749183	0.02390976953	0.04741207266	0.01221328063	0.1043662813	0.04266331327	0.04687079544	0.03259590971	0.01258402248	0.006118367155	0.0361904769	0.019215789	0.068199573	0.0001222127473	0.01402894213	0.03354120152	0.003942347911	0.005464424631	0.004212465241	0.001066334979	0.000179771495	0.002104022035	0.002858533667	0.000862943467	0.0001894208458	0.00299461732	0.007205470323	0.03395096245	0.009168487907	0.003217982837	9.68E-06	0.005161830877
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	26.82426724	8.015511152	53.43846172	85.67410313	66.69570986	38.86493335	69.71460277	93.5927746	20.96965342	67.18500099	52.70567889	56.91579594	64.74281858	27.20622864	13.17029007	79.05366998	34.40026919	82.28920606	0.1387420214	38.72886853	49.01632931	8.213095925	7.137881282	8.773951445	3.702745021	0.7232592469	6.586579896	5.761693762	2.292558019	0.2562135501	8.76689444	9.02443001	17.59938549	26.08447623	5.711911023	0.02687108239	7.377463095
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella	0.0007476369907	2.43E-05	0.0002641638027	0.0005712157528	0.0003036603109	0.0004477076937	6.53E-05	0.0003107345142	8.11E-05	0.0006687855426	0.000237018407	0.0004027565666	0.0001984297945	0.0001001622629	0.0003671020293	0.0005142020743	0.0002154236435	0.0006722595571	0.0001680425276	0.0001619502699	0.0003260965765	3.36E-05	0.0003836325511	8.31E-05	0.0001547905615	0.00035954299	0.0001357433571	2.78E-05	1.95E-05	0.0002914166858	9.64E-05	5.17E-05	0.0002839686896	0.0004840506038	0.001749458923	2.42E-05	0.0002785902731
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia	0.123961145	0.0006450606247	0.0002773719928	0.0374831777	0.0004188418082	0.0006667986928	0.00014920293	0.001613814735	0.0001981505707	0.002368828182	0.0003981909238	0.002441711685	0.0001984297945	0.004225026361	0.0001529591789	0.000373965145	9.69E-05	0.001535765368	0.009059019897	0.004473876207	0.00953691387	0.0003362343634	0.0003040989735	1.28E-05	1.72E-05	5.14E-05	9.50E-05	5.55E-05	9.75E-06	0.0002477041829	3.08E-05	4.66E-05	0.0004008969736	0.0007118391232	0.0001064147764	4.84E-06	0.0001620691305
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia	7.33E-05	0	0.0001188737112	0.0001256674656	5.24E-05	0.00117166056	8.39E-05	0.0001503554101	3.60E-05	0.0006585750763	7.58E-05	0.0001006891417	9.92E-05	2.73E-05	0	9.35E-05	0.001066347035	0.0003071530735	0.0001985957144	6.07E-05	0.0002250062295	0.0001344937454	0.0001029258064	3.20E-05	3.44E-05	3.85E-05	1.36E-05	5.55E-05	6.34E-05	1.46E-05	3.85E-06	3.10E-05	0.0002171525274	8.54E-05	0.0001234411406	4.84E-06	6.37E-05
